,股票代码,综合排名,最新季报增长率,EPS,股价强度,SMR,收益额增长稳定性,ROE,年度新高,量比变化,,行业板块,行业板块强度,季报日期,公告日,港股持股比例,当日涨幅,最新业绩预告,预告下限,预告上线
,code,cumulative_rank,new_quarter_eps,eps,rps,smr,eps_stability,roe,decline_range,volume_ratio,index_code,industry_name,industry_rps,period_date,ann_date,hk_hold,pct_chg,forecast,p_change_min,p_change_max
912,002461.SZ,96.0,-31.34,80.7,88.7,61.5,25.0,5.9238,-4.8,1.17,851232.SI,啤酒,90.3,2020-03-31,2020-04-24,0.68,3.64,,,
913,002462.SZ,64.5,-56.41,63.9,47.0,38.8,12.0,12.6953,-19.4,0.81,851541.SI,医药商业,89.4,2020-03-31,2020-04-29,0.0,-0.36,,,
914,002463.SZ,98.4,30.62,92.9,96.8,80.8,88.5,26.3793,-22.8,0.85,850822.SI,印制电路板,78.4,2020-03-31,2020-04-22,6.95,-1.91,,,
915,002464.SZ,8.5,-187.5,1.9,23.7,15.9,88.0,-169.7301,-53.0,1.06,852221.SI,互联网信息服务,99.6,2020-03-31,2020-04-29,0.0,2.41,,,
916,002464.SZ,8.5,-187.5,1.9,23.7,15.9,88.0,-168.6322,-53.0,1.06,852221.SI,互联网信息服务,99.6,2020-03-31,2020-04-29,0.0,2.41,,,
917,002465.SZ,74.4,0.0,50.2,82.9,68.0,18.5,5.7657,-7.5,1.57,857431.SI,地面兵装,39.6,2020-03-31,2020-04-18,2.7,-2.45,,,
918,002466.SZ,28.2,-525.0,14.4,55.2,4.4,70.4,-69.9844,-31.8,1.17,850543.SI,锂,98.7,2020-03-31,2020-04-29,2.53,6.34,首亏,-582.0871,-421.3914
919,002467.SZ,81.0,0.0,94.1,69.2,69.3,68.5,8.8068,-27.4,0.91,852211.SI,通信运营,28.2,2020-03-31,2020-04-30,0.66,-1.34,,,
920,002468.SZ,13.8,-85.19,37.0,10.1,28.0,26.9,15.9679,-45.0,0.51,851781.SI,物流,69.6,2020-03-31,2020-04-30,1.31,0.54,,,
921,002469.SZ,75.3,-31.93,95.8,56.4,46.6,57.3,6.361,-21.3,0.85,857242.SI,化学工程,41.9,2020-03-31,2020-04-24,,-0.92,,,
922,002470.SZ,3.2,-87.5,18.9,5.0,28.2,23.7,1.152,-44.4,1.17,850381.SI,复合肥,30.4,2020-03-31,2020-04-30,0.12,-1.29,,,
923,002471.SZ,2.0,-1192.65,9.5,16.2,4.5,80.0,-27.9312,-30.3,0.94,857344.SI,线缆部件及其他,15.0,2020-03-31,2020-04-29,0.0,-0.46,首亏,-297.4006,-198.7003
924,002472.SZ,24.3,-150.0,27.9,42.6,15.5,35.3,2.1812,-21.8,1.14,850921.SI,汽车零部件,60.4,2020-03-31,2020-04-30,,-0.79,不确定,-113.59,-86.41
925,002473.SZ,19.7,8.99,6.4,56.4,25.2,86.1,-55.1913,-21.2,1.46,851114.SI,小家电,44.1,2020-03-31,2020-04-30,,0.75,,,
926,002474.SZ,46.5,-154.27,74.2,34.9,5.9,36.7,3.3271,-24.3,1.11,852226.SI,IT服务,70.5,2020-03-31,2020-04-30,0.0,0.55,预减,-90.0,-50.0
927,002475.SZ,99.8,50.0,85.2,96.6,91.0,15.9,26.3382,0.0,1.17,850852.SI,电子零部件制造,100.0,2020-03-31,2020-04-28,5.61,3.63,预增,40.0,60.0
928,002476.SZ,34.6,49.12,1.7,51.5,77.7,92.8,11.9512,-29.5,0.94,850339.SI,其他化学制品,79.3,2020-03-31,2020-04-25,,-0.54,,,
929,002478.SZ,55.1,-28.57,86.3,36.3,40.9,50.9,14.251,-24.8,0.71,850412.SI,特钢,37.4,2020-03-31,2020-04-29,,-0.4,,,
930,002479.SZ,65.2,0.0,86.5,58.6,48.7,43.1,8.0084,-32.4,0.85,851641.SI,环保工程及服务,26.4,2020-03-31,2020-04-30,0.02,-1.16,,,
931,002480.SZ,47.7,198.46,4.6,72.6,95.3,89.4,-8.1387,-31.2,1.23,850712.SI,机械基础件,56.8,2020-03-31,2020-04-28,0.01,-3.48,,,
932,002481.SZ,97.5,89.33,88.0,95.4,90.0,48.2,6.9797,-6.8,0.57,851244.SI,食品综合,55.9,2020-03-31,2020-04-23,3.35,0.23,,,
933,002482.SZ,6.6,-300.0,28.8,11.0,12.2,48.7,2.0729,-40.5,0.88,857221.SI,装修装饰,45.4,2020-03-31,2020-04-29,0.66,-0.59,,,
934,002483.SZ,58.1,-50.0,76.1,66.6,58.9,36.2,5.4547,-40.9,0.59,850724.SI,重型机械,5.3,2020-03-31,2020-04-29,,-0.89,,,
935,002484.SZ,87.1,1.82,59.4,85.5,69.1,3.1,7.2059,-24.4,0.68,850823.SI,被动元件,92.5,2020-03-31,2020-04-24,0.47,-2.61,,,
936,002485.SZ,31.8,-1105.71,95.4,15.1,1.5,79.8,4.1244,-30.9,0.24,851322.SI,男装,33.0,2020-03-31,2020-04-28,,0.19,,,
937,002486.SZ,34.8,-220.93,21.5,67.5,10.6,61.1,-1.8535,-35.3,0.59,851327.SI,其他服装,81.5,2020-03-31,2020-04-30,,-2.0,预增,514.99,668.73
938,002487.SZ,95.8,339.42,86.2,81.4,96.8,55.1,9.1918,-16.9,0.59,850751.SI,金属制品,68.3,2020-03-31,2020-04-28,,-1.37,预增,130.0,180.0
939,002488.SZ,31.8,-233.33,88.3,7.1,16.6,63.0,0.5787,-43.2,0.98,850921.SI,汽车零部件,60.4,2020-03-31,2020-04-30,0.34,-1.87,,,
940,002489.SZ,79.0,25.0,93.4,73.2,82.4,82.4,14.6508,-37.3,0.71,851432.SI,家具,7.9,2020-03-31,2020-04-30,0.85,-1.92,略增,0.0,20.0
941,002490.SZ,14.0,-1097.85,23.9,25.1,2.4,81.8,-10.6354,-25.9,0.95,850725.SI,冶金矿采化工设备,73.1,2020-03-31,2020-04-30,0.27,-0.55,,,
942,002491.SZ,3.1,-326.09,12.2,8.2,4.2,61.6,-52.9412,-39.0,0.63,851013.SI,通信传输设备,54.6,2020-03-31,2020-04-30,0.45,-1.88,,,
943,002492.SZ,68.6,0.77,53.5,61.5,78.1,24.2,4.1738,-32.9,0.79,851781.SI,物流,69.6,2020-03-31,2020-04-30,,-0.36,,,
944,002493.SZ,60.7,90.0,46.0,52.7,92.3,56.0,10.1498,-7.0,0.6,850341.SI,涤纶,37.0,2020-03-31,2020-04-30,0.92,0.17,,,
945,002494.SZ,15.6,-376.81,12.3,36.3,3.5,66.2,0.8835,-26.1,0.64,851327.SI,其他服装,81.5,2020-03-31,2020-04-24,,0.21,,,
946,002495.SZ,22.7,-234.83,45.7,26.6,13.8,44.6,2.3802,-30.6,1.37,851242.SI,调味发酵品,58.6,2020-03-31,2020-04-29,,-1.52,,,
947,002496.SZ,26.1,-725.0,21.5,52.7,3.6,70.3,-16.9786,-15.2,1.33,850333.SI,农药,65.2,2020-03-31,2020-04-29,0.0,-1.04,续亏,-3.0525,100.0
948,002497.SZ,64.2,-80.86,38.7,79.2,30.5,36.4,2.6118,-23.7,0.78,850337.SI,民爆用品,86.8,2020-03-31,2020-04-30,1.33,-1.25,,,
949,002498.SZ,72.0,50.0,57.1,90.0,76.3,47.1,8.9473,-28.1,0.69,857344.SI,线缆部件及其他,15.0,2020-03-31,2020-04-29,0.49,-1.2,,,
950,002499.SZ,5.2,-23.61,5.6,18.6,43.6,83.2,-108.3873,-35.7,0.98,851615.SI,新能源发电,28.6,2020-03-31,2020-04-29,,0.0,,,
951,002502.SZ,31.4,198.55,13.4,21.1,96.0,83.4,-48.4018,-39.4,0.64,852222.SI,移动互联网服务,97.4,2020-03-31,2020-04-29,0.08,-1.1,,,
952,002503.SZ,22.1,-166.67,32.7,50.2,14.8,44.2,3.8682,-48.1,0.64,851324.SI,休闲服装,51.5,2020-03-31,2020-04-27,0.3,1.37,,,
953,002504.SZ,1.4,-387.04,1.0,8.8,7.7,95.1,-42.9974,-41.0,0.96,857221.SI,装修装饰,45.4,2020-03-31,2020-04-28,,0.0,续亏,69.2844,79.5229
954,002505.SZ,14.1,4.35,2.0,67.5,12.8,92.2,1.3445,-25.2,0.81,852021.SI,贸易,21.6,2020-03-31,2020-04-30,0.48,-1.72,,,
955,002506.SZ,43.3,-550.0,91.9,1.2,46.1,66.1,1.2861,-63.5,1.88,857333.SI,光伏设备,91.6,2020-03-31,2020-04-25,1.41,0.38,,,
956,002507.SZ,88.2,5.0,79.1,75.0,75.0,22.0,22.6543,-4.2,1.28,851244.SI,食品综合,55.9,2020-03-31,2020-04-22,5.98,3.54,,,
957,002508.SZ,70.4,-23.53,54.8,75.0,58.5,10.5,24.6296,-11.4,1.26,851114.SI,小家电,44.1,2020-03-31,2020-04-28,14.71,0.19,,,
958,002510.SZ,39.3,-523.08,51.0,62.5,6.1,59.7,3.3889,-44.7,1.08,850921.SI,汽车零部件,60.4,2020-03-31,2020-04-30,,-2.88,,,
959,002511.SZ,95.2,46.56,76.1,93.3,85.4,31.9,16.3458,-0.4,0.84,851411.SI,造纸,55.5,2020-03-31,2020-04-30,7.74,1.39,,,
960,002512.SZ,23.5,119.35,6.8,65.6,19.2,82.8,4.0391,-35.1,0.77,851021.SI,计算机设备,62.1,2020-03-31,2020-04-30,0.07,-0.78,,,
961,002513.SZ,4.6,-225.0,2.3,21.1,12.8,90.9,-36.9964,-43.6,1.12,850333.SI,农药,65.2,2020-03-31,2020-04-28,,-3.49,,,
962,002514.SZ,38.4,-97.0,89.4,11.0,25.3,56.4,6.7789,-36.2,0.9,850712.SI,机械基础件,56.8,2020-03-31,2020-04-29,,-0.71,,,
963,002515.SZ,84.8,66.67,98.0,53.9,92.2,70.5,2.4922,-21.1,1.05,851241.SI,肉制品,41.4,2020-03-31,2020-04-24,0.0,-2.05,预增,60.61,116.69
964,002516.SZ,40.6,-3.53,26.6,58.6,48.0,12.1,4.5347,-26.4,1.59,850921.SI,汽车零部件,60.4,2020-03-31,2020-04-28,0.07,-2.56,,,
965,002517.SZ,42.9,-75.0,6.2,55.2,45.6,77.7,-48.3604,-6.4,0.77,852222.SI,移动互联网服务,97.4,2020-03-31,2020-04-29,0.09,1.94,,,
966,002518.SZ,71.2,-50.0,53.1,80.7,36.3,17.4,12.7312,-25.2,0.96,857335.SI,储能设备,75.3,2020-03-31,2020-04-28,0.13,-1.07,,,
967,002519.SZ,21.5,30.72,9.3,34.9,86.0,67.8,6.206,-22.8,0.89,851122.SI,其它视听器材,30.8,2020-03-31,2020-04-28,0.07,-1.9,,,
968,002520.SZ,59.2,-33.33,86.0,39.5,62.5,29.0,6.1229,-26.8,0.74,850711.SI,机床工具,26.0,2020-03-31,2020-04-29,,-0.76,,,
969,002521.SZ,78.7,0.0,70.2,58.6,89.7,42.1,3.8696,-17.4,1.16,851411.SI,造纸,55.5,2020-03-31,2020-04-30,,-1.67,,,
970,002522.SZ,67.3,100.0,38.8,56.4,87.6,36.4,3.5577,-13.6,0.72,851421.SI,包装印刷,76.7,2020-03-31,2020-04-30,0.01,-2.02,,,
971,002523.SZ,6.8,-133.33,35.3,17.4,19.2,35.8,3.8555,-31.4,2.77,850724.SI,重型机械,5.3,2020-03-31,2020-04-30,,2.79,,,
972,002524.SZ,47.3,400.0,4.9,94.0,10.4,88.7,8.5485,-32.0,1.98,851561.SI,医疗服务,96.9,2020-03-31,2020-04-30,,4.81,首亏,-259.4601,-179.73
973,002526.SZ,92.8,9.13,97.3,68.3,69.4,67.4,7.4696,-11.2,1.05,850725.SI,冶金矿采化工设备,73.1,2020-03-31,2020-04-28,,3.36,,,
974,002527.SZ,28.9,-44.97,17.3,42.6,62.5,50.5,2.014,-30.6,1.14,857322.SI,工控自动化,61.7,2020-03-31,2020-04-30,0.02,-1.58,,,
975,002528.SZ,62.9,-722.86,72.2,70.7,4.9,83.2,2.0205,-26.6,0.56,851021.SI,计算机设备,62.1,2020-03-31,2020-04-30,0.08,0.0,,,
976,002529.SZ,16.6,466.56,2.3,12.9,94.9,98.1,-48.3221,-51.4,1.26,850727.SI,其它专用机械,88.5,2020-03-31,2020-04-30,,-1.82,,,
977,002530.SZ,51.1,-50.0,20.5,81.7,40.8,73.1,-17.9714,-29.7,1.2,852226.SI,IT服务,70.5,2020-03-31,2020-04-28,1.59,1.05,预减,-68.67,-57.8
978,002531.SZ,75.2,51.0,65.4,61.5,74.4,15.3,13.5349,-28.5,1.58,857332.SI,风电设备,71.8,2020-03-31,2020-04-30,1.6,-2.26,预增,50.0,80.0
979,002532.SZ,71.4,100.0,47.0,71.8,56.5,27.5,9.446,-2.7,2.17,850716.SI,其它通用机械,63.9,2020-03-31,2020-04-30,,6.99,,,
980,002533.SZ,33.6,-127.94,53.7,53.9,21.7,30.0,8.1818,-21.7,1.01,857344.SI,线缆部件及其他,15.0,2020-03-31,2020-04-29,,-0.97,,,
981,002534.SZ,78.5,-25.0,81.3,69.8,54.8,51.9,11.5054,-4.0,0.89,857336.SI,其它电源设备,31.3,2020-03-31,2020-04-28,,1.97,,,
982,002535.SZ,2.2,-228.87,7.2,1.0,20.6,98.6,-111.9246,-65.2,3.24,850725.SI,冶金矿采化工设备,73.1,2020-03-31,2020-04-30,,5.38,,,
983,002536.SZ,36.9,-37.5,66.2,18.6,48.8,43.7,3.0959,-36.2,1.19,850921.SI,汽车零部件,60.4,2020-03-31,2020-04-24,,3.08,,,
984,002537.SZ,8.4,-130.0,3.7,30.0,23.6,86.5,-47.4994,-48.0,0.8,852226.SI,IT服务,70.5,2020-03-31,2020-04-29,0.36,0.35,,,
985,002538.SZ,52.2,41.67,44.2,51.5,87.9,16.7,6.4762,-19.4,2.39,850381.SI,复合肥,30.4,2020-03-31,2020-04-25,0.0,1.63,,,
986,002539.SZ,83.5,50.0,68.0,83.8,78.8,29.9,6.7484,-3.8,0.63,850381.SI,复合肥,30.4,2020-03-31,2020-04-28,0.0,-1.89,略增,20.0,50.0
987,002540.SZ,36.6,-33.39,41.8,42.6,66.3,9.5,7.6101,-25.8,0.81,850551.SI,铝,32.2,2020-03-31,2020-04-28,0.0,-1.36,,,
988,002541.SZ,94.8,-38.81,84.1,99.1,33.5,22.0,11.9451,-2.4,0.8,857241.SI,钢结构,77.5,2020-03-31,2020-04-28,0.14,0.53,,,
989,002542.SZ,18.4,0.0,42.2,18.6,54.7,1.4,6.3013,-32.2,0.74,857244.SI,其他专业工程,24.7,2020-03-31,2020-04-27,0.33,-0.57,,,
990,002543.SZ,22.0,-29.17,57.4,8.2,48.0,8.2,17.0465,-39.7,1.9,851114.SI,小家电,44.1,2020-03-31,2020-04-30,0.47,2.38,,,
991,002544.SZ,70.8,-275.62,79.2,66.6,11.8,51.0,1.7742,-29.7,0.82,851014.SI,通信配套服务,78.9,2020-03-31,2020-04-29,0.81,-1.4,预减,-100.0,-50.0
992,002545.SZ,85.9,100.55,70.1,71.8,90.4,31.2,4.0179,-10.7,1.24,850336.SI,钾肥,58.1,2020-03-31,2020-04-29,0.14,0.66,,,
993,002546.SZ,47.6,-8.5,69.2,39.5,33.8,16.5,5.6759,-28.5,1.04,857323.SI,计量仪表,52.0,2020-03-31,2020-04-18,0.0,-1.74,,,
994,002547.SZ,7.4,-4190.91,16.3,6.5,2.0,94.5,0.81,-43.6,0.57,850852.SI,电子零部件制造,100.0,2020-03-31,2020-04-29,0.29,-1.08,,,
995,002548.SZ,10.8,633.33,12.8,4.1,94.9,72.1,8.9857,-40.8,0.87,850141.SI,饲料,40.5,2020-03-31,2020-04-25,,-0.67,,,
996,002549.SZ,90.4,-74.82,88.8,82.4,35.6,50.6,9.3436,-8.9,0.64,850339.SI,其他化学制品,79.3,2020-03-31,2020-04-29,,0.62,预减,-70.0,-60.0
997,002550.SZ,57.5,-130.01,51.8,50.2,21.5,27.7,10.8013,-11.4,0.45,851512.SI,化学制剂,92.1,2020-03-31,2020-04-25,0.14,0.23,,,
998,002551.SZ,73.7,50.0,31.2,85.8,80.7,24.8,2.5662,-45.8,0.43,851551.SI,医疗器械,94.7,2020-03-31,2020-04-30,0.0,-1.79,预增,50.0,70.0
999,002552.SZ,80.5,-95.11,89.6,91.8,28.4,96.7,8.8361,-54.0,1.21,850712.SI,机械基础件,56.8,2020-03-31,2020-04-28,0.26,-2.73,预减,-94.08,-92.11
1000,002553.SZ,60.1,39.28,32.3,61.5,81.3,31.4,5.9912,-12.5,1.23,850921.SI,汽车零部件,60.4,2020-03-31,2020-04-28,,-1.72,,,
1001,002554.SZ,2.3,-175.0,10.4,11.0,14.7,67.4,4.9437,-41.4,0.71,850241.SI,油气钻采服务,34.8,2020-03-31,2020-04-28,0.0,-0.81,,,
1002,002555.SZ,99.7,66.67,80.6,99.2,91.9,31.9,32.53,-1.1,1.09,852221.SI,互联网信息服务,99.6,2020-03-31,2020-04-30,6.9,4.19,略增,35.52,45.2
1003,002556.SZ,76.4,14.29,54.6,82.4,80.2,13.9,7.8024,-17.0,0.51,850331.SI,氮肥,37.9,2020-03-31,2020-04-29,0.0,-0.5,,,
1004,002557.SZ,92.7,31.18,68.1,97.2,83.5,11.0,17.2919,-7.6,1.18,851244.SI,食品综合,55.9,2020-03-31,2020-04-23,8.83,-0.67,,,
1005,002558.SZ,66.8,14.29,32.9,52.7,85.9,31.8,9.6164,-14.9,2.84,852222.SI,移动互联网服务,97.4,2020-03-31,2020-04-30,1.03,4.06,,,
1006,002559.SZ,39.0,-27.29,37.3,63.5,52.5,11.9,6.0117,-31.8,0.59,850711.SI,机床工具,26.0,2020-03-31,2020-04-21,,-1.0,,,
1007,002560.SZ,79.9,62.5,96.3,82.0,44.3,76.1,6.0512,-25.4,0.57,857344.SI,线缆部件及其他,15.0,2020-03-31,2020-04-30,,-0.74,预增,43.27,61.18
1008,002561.SZ,51.2,-81.25,37.6,48.6,28.2,11.8,9.4194,-10.6,1.02,852031.SI,百货,96.5,2020-03-31,2020-04-21,0.0,-2.69,预减,-85.0,-50.0
1009,002562.SZ,91.5,166.67,79.1,73.2,93.7,49.0,1.9155,-22.4,0.81,850339.SI,其他化学制品,79.3,2020-03-31,2020-04-29,,0.19,,,
1010,002563.SZ,18.0,-92.31,51.1,12.9,29.6,22.8,13.5256,-42.2,0.6,851324.SI,休闲服装,51.5,2020-03-31,2020-04-29,1.04,-0.85,预减,-90.0,-70.0
1011,002564.SZ,23.7,-1686.33,66.1,11.9,1.3,88.9,1.1355,-38.9,1.14,850725.SI,冶金矿采化工设备,73.1,2020-03-31,2020-04-29,0.0,-1.0,,,
1012,002565.SZ,7.3,-120.11,15.2,8.8,22.4,55.7,-9.8091,-44.8,1.67,851421.SI,包装印刷,76.7,2020-03-31,2020-04-28,,-1.86,,,
1013,002566.SZ,87.5,27.25,93.6,53.9,76.2,49.3,4.0445,-18.7,0.46,851521.SI,中药,78.0,2020-03-31,2020-04-25,,0.0,,,
1014,002567.SZ,39.3,3875.0,56.0,18.6,100.0,94.0,6.0109,-40.8,0.77,850141.SI,饲料,40.5,2020-03-31,2020-04-27,0.65,-2.67,,,
1015,002568.SZ,96.2,50.0,94.6,98.4,88.0,50.0,15.3137,-10.1,1.24,851233.SI,其他酒类,22.9,2020-03-31,2020-04-24,3.89,3.36,,,
1016,002569.SZ,21.3,-700.0,7.2,65.6,6.3,77.3,13.9558,-3.3,1.34,851322.SI,男装,33.0,2020-03-31,2020-04-30,,2.46,,,
1017,002570.SZ,27.0,0.0,15.5,44.1,56.8,82.5,-5.8829,-18.3,0.59,851243.SI,乳品,47.6,2020-03-31,2020-04-28,0.47,0.49,,,
1018,002571.SZ,36.8,-191.46,26.0,63.5,57.2,65.9,0.9495,-9.2,2.73,851433.SI,其他家用轻工,15.4,2020-03-31,2020-04-30,,10.04,首亏,-123.1069,-115.4046
1019,002572.SZ,51.8,-115.47,63.6,74.5,19.3,28.3,20.968,-14.9,1.15,851432.SI,家具,7.9,2020-03-31,2020-04-22,20.95,-0.58,,,
1020,002573.SZ,10.0,-27.61,25.9,16.2,49.2,16.1,7.9554,-35.5,0.81,851641.SI,环保工程及服务,26.4,2020-03-31,2020-04-29,1.12,-0.37,,,
1021,002574.SZ,39.7,-87.5,71.4,30.0,28.1,34.8,1.7959,-26.9,0.71,851434.SI,珠宝首饰,45.8,2020-03-31,2020-04-29,0.0,-0.63,预减,-86.23,-79.34
1022,002576.SZ,86.2,-6.44,96.3,61.5,49.5,92.1,3.872,-9.3,0.69,850741.SI,电机,67.8,2020-03-31,2020-04-21,,1.29,预增,100.0,150.0
1023,002577.SZ,50.7,300.0,3.3,70.7,98.6,88.5,-15.9285,-24.3,0.71,851021.SI,计算机设备,62.1,2020-03-31,2020-04-28,0.15,-2.34,,,
1024,002578.SZ,65.4,4.65,80.8,42.6,67.5,28.2,3.4898,-12.7,1.39,850551.SI,铝,32.2,2020-03-31,2020-04-29,,1.47,,,
1025,002579.SZ,92.2,25.0,90.7,84.3,56.2,78.4,12.6496,-25.5,0.94,850822.SI,印制电路板,78.4,2020-03-31,2020-04-16,,-2.73,,,
1026,002580.SZ,57.6,0.0,28.9,48.6,93.6,28.4,1.973,-17.3,0.88,857335.SI,储能设备,75.3,2020-03-31,2020-04-30,,0.38,,,
1027,002581.SZ,92.3,-385.71,86.1,99.8,11.6,64.9,1.7042,-20.0,0.77,851531.SI,生物制品,96.0,2020-03-31,2020-04-30,0.01,-4.58,,,
1028,002581.SZ,92.3,-385.71,86.1,99.8,11.6,64.9,2.4984,-20.0,0.77,851531.SI,生物制品,96.0,2020-03-31,2020-04-30,0.01,-4.58,,,
1029,002582.SZ,85.4,-76.92,84.9,78.2,40.2,75.9,5.7133,-3.3,0.59,851244.SI,食品综合,55.9,2020-03-31,2020-04-25,,-0.74,,,
1030,002583.SZ,50.9,380.0,29.3,42.6,96.2,56.5,1.319,-34.7,0.87,851012.SI,终端设备,80.2,2020-03-31,2020-04-30,2.24,-2.5,,,
1031,002584.SZ,67.1,66.67,21.1,82.4,85.2,45.9,2.0709,-30.9,0.59,850339.SI,其他化学制品,79.3,2020-03-31,2020-04-30,,-3.0,,,
1032,002584.SZ,67.1,66.67,21.1,82.4,85.2,45.9,2.0813,-30.9,0.59,850339.SI,其他化学制品,79.3,2020-03-31,2020-04-30,,-3.0,,,
1033,002585.SZ,91.4,100.0,88.2,63.5,86.3,50.2,2.2612,-11.9,0.9,851421.SI,包装印刷,76.7,2020-03-31,2020-04-28,0.0,-2.83,预增,100.0,150.0
1034,002586.SZ,0.7,-176.26,11.1,2.1,12.2,89.6,-31.2861,-54.3,0.83,857233.SI,水利工程,25.1,2020-03-31,2020-04-30,0.0,-1.83,,,
1035,002587.SZ,50.0,-116.67,72.7,51.5,21.3,53.5,13.8367,-35.6,1.58,850832.SI,LED,48.5,2020-03-31,2020-04-29,,-2.96,预减,-88.34,-77.22
1036,002588.SZ,31.1,66.67,20.0,47.0,81.2,20.6,2.4963,-24.1,0.47,850381.SI,复合肥,30.4,2020-03-31,2020-04-29,0.02,-0.23,,,
1037,002589.SZ,15.1,-53.85,17.4,18.6,34.0,51.5,-11.8661,-41.7,0.97,851541.SI,医药商业,89.4,2020-03-31,2020-04-29,0.57,-2.17,,,
1038,002590.SZ,49.9,-300.0,92.8,30.0,2.9,62.6,6.9177,-26.6,1.1,850921.SI,汽车零部件,60.4,2020-03-31,2020-04-30,0.0,-1.17,首亏,-165.6643,-143.7762
1039,002591.SZ,87.0,-45.75,94.5,62.5,54.2,79.3,6.8921,-29.6,1.39,852243.SI,营销服务,88.1,2020-03-31,2020-04-30,,4.05,,,
1040,002591.SZ,87.0,-45.75,94.5,62.5,54.2,79.3,6.8778,-29.6,1.39,852243.SI,营销服务,88.1,2020-03-31,2020-04-30,,4.05,,,
1041,002592.SZ,2.6,0.0,0.7,3.8,41.5,95.9,-24.5218,-53.9,1.02,850921.SI,汽车零部件,60.4,2020-03-31,2020-04-29,,-1.85,扭亏,100.0,178.0939
1042,002592.SZ,2.6,0.0,0.7,3.8,41.5,95.9,-24.5218,-53.9,1.02,850921.SI,汽车零部件,60.4,2020-03-31,2020-04-29,,-1.85,续亏,21.9059,60.953
1043,002593.SZ,45.4,100.0,45.6,37.8,62.8,32.7,4.3448,-39.7,0.92,857241.SI,钢结构,77.5,2020-03-31,2020-04-29,,-0.58,,,
1044,002594.SZ,55.1,-92.0,21.1,83.8,15.6,77.9,2.884,-6.3,1.23,850911.SI,乘用车,79.7,2020-03-31,2020-04-29,2.21,4.46,略增,10.0,23.75
1045,002595.SZ,65.4,22.19,50.3,42.6,76.4,6.4,18.5663,-17.0,0.64,850727.SI,其它专用机械,88.5,2020-03-31,2020-04-29,0.41,0.0,,,
1046,002596.SZ,10.8,-144.0,15.6,37.8,14.8,74.4,-13.3123,-29.0,1.2,850614.SI,其他建材,35.2,2020-03-31,2020-04-23,0.43,0.44,,,
1047,002597.SZ,84.5,-15.62,68.1,73.9,60.2,39.0,19.2517,-9.2,0.83,850339.SI,其他化学制品,79.3,2020-03-31,2020-04-28,1.07,-0.58,,,
1048,002598.SZ,54.9,-24.16,57.2,42.6,52.4,4.9,8.8683,-17.8,1.38,850716.SI,其它通用机械,63.9,2020-03-31,2020-04-28,,1.81,,,
1049,002599.SZ,14.7,-350.0,63.3,1.4,6.2,54.1,8.5405,-61.9,0.74,851421.SI,包装印刷,76.7,2020-03-31,2020-04-30,,-3.17,首亏,-133.6973,-116.8486
1050,002600.SZ,99.2,-88.89,97.4,91.1,78.2,73.3,17.6463,-22.1,0.57,850852.SI,电子零部件制造,100.0,2020-03-31,2020-04-30,1.81,-0.19,,,
1051,002601.SZ,93.8,37.5,87.2,64.6,86.6,73.5,19.7307,0.0,0.71,850339.SI,其他化学制品,79.3,2020-03-31,2020-04-24,2.93,1.8,,,
1052,002602.SZ,95.0,133.33,67.7,80.3,95.9,37.7,11.8678,-14.6,2.68,852221.SI,互联网信息服务,99.6,2020-03-31,2020-04-30,1.31,7.92,,,
1053,002602.SZ,95.0,133.33,67.7,80.3,95.9,37.7,11.8999,-14.6,2.68,852221.SI,互联网信息服务,99.6,2020-03-31,2020-04-30,1.31,7.92,,,
1054,002603.SZ,87.5,54.17,44.2,98.1,91.0,8.2,7.823,-23.3,0.4,851521.SI,中药,78.0,2020-03-31,2020-04-28,1.14,-1.67,,,
1055,002605.SZ,98.8,1074.98,87.3,99.4,95.1,75.2,20.9535,-18.9,1.3,851435.SI,文娱用品,73.6,2020-03-31,2020-04-28,0.73,3.83,,,
1056,002606.SZ,83.6,310.53,83.7,79.2,95.2,72.4,5.1735,-26.6,0.68,857344.SI,线缆部件及其他,15.0,2020-03-31,2020-04-28,,-1.41,,,
1057,002607.SZ,93.9,0.0,85.0,95.9,66.6,54.0,56.5202,-4.6,0.9,852244.SI,其他文化传媒,46.3,2020-03-31,2020-04-29,0.82,2.63,,,
1058,002608.SZ,34.2,-55.17,77.0,18.6,55.4,38.5,9.3821,-30.5,0.94,851611.SI,火电,16.7,2020-03-31,2020-04-28,0.03,-1.73,,,
1059,002609.SZ,81.3,-18.36,40.2,89.6,74.1,53.8,7.056,-5.9,0.55,852226.SI,IT服务,70.5,2020-03-31,2020-04-25,0.75,0.32,,,
1060,002610.SZ,3.5,0.0,5.0,11.9,39.6,81.0,-32.3172,-33.5,0.71,851615.SI,新能源发电,28.6,2020-03-31,2020-04-30,0.33,-0.75,,,
1061,002611.SZ,37.2,200.0,13.5,62.5,52.6,71.2,43.9527,-21.4,0.62,850726.SI,印刷包装机械,59.9,2020-03-31,2020-04-30,0.79,-2.84,,,
1062,002612.SZ,42.0,-105.53,28.6,69.8,32.1,40.8,2.0418,-22.0,0.5,851323.SI,女装,49.8,2020-03-31,2020-04-30,0.0,-1.26,首亏,-131.4164,-121.3183
1063,002613.SZ,53.2,134.52,16.8,69.2,84.9,96.1,1.785,-52.6,0.74,850727.SI,其它专用机械,88.5,2020-03-31,2020-04-28,,-1.64,,,
